DiagnosticCentreName,DiagnosticCentreAddress,CityName
"Nazareth Hospital Diagnostic Centres","Nazareth Hospital, Laitumkhrah, Near Police Point Shillong -793 003 Tel. No. (0364) 2224052, 2210188, 2507539. E-mail:- nazarethshillong@gmail.com",Shillong
"Chandan Diagnostic Centre, Varanasi","99, Shivaji Nagar, Mahmoorganj, Sigra,, Varanasi, Uttar Pradesh",Prayagraj
"Centre For Sight","J12/30, Rajouri Garden, New Delhi.Mob. No. 9560666894, 011 47401363/64",DELHI/HQ/DIRECTORATE/MINISTRY
"K.K. Hospital","87/88, Nabiullah Road, River Bank Colony Near Suraj Kund Park, Lucknow-226008.",Lucknow
"Asg Eye Hospital Pvt Ltd","1st Floor, Plot No- 193/1269, Kharvel Nagar, Near Sriya Talkies, Bhubaneswar-751001",Bhubaneswar
"Ayursundra Super Specialty Hospital","AHOMGAON, GARCHUK, GUWAHATI-781035, ASSAM, 
NODAL OFFICER- BHASKAR SAIKIA, CONTACT No. 98647 48572",Guwahati
"Total Diagnostics Care","I1 Kailash Park, Opp. Metro Pillar No. 330, Kirti Nagar, New Delhi110015. Sheikh Nizamuddin Contact No 8368547476 7428939797",DELHI/HQ/DIRECTORATE/MINISTRY
"Anand Hospital & Chhidda Singh Yadav Trauma Centre","Lal Kuan, G.T. Road, Near Reliance Petrol Pump, Ghaziabad201001. Tel. No. 9911153055.",DELHI/HQ/DIRECTORATE/MINISTRY
"Aashu Dental & Multispeciality Clinic","B/h Navrangpura post office, Navrangpura, Ahmedabad- 380009PH.079 26441412FAX.079
26449113",Ahmedabad
"Crossroads Hospital","(A Unit of Crossroads Medical Centre Pvt. Ltd.), Plot No. 16-20, 33-37, Jamalpur Kalan, Sector-12, Sonepat, Haryana-131001.

Nodal Officer: 
Dr. Gagan Kansal
Mob. 9560350475
",DELHI/HQ/DIRECTORATE/MINISTRY
"Down Town Hospital","G.S. ROAD, BORMOTORIA, DISPUR, GUWAHATI-781006, ASSAM, NODAL OFFICER- HEMANTA SHARMA, CONTACT No. 70029 57701",Guwahati
"Dr.  Harpreet Singh Liver And Digestive  Diseases Centre","H-12/16, the Mall, Near Celebration Mall, Amritsar-143001
Ph. No. 0183-22222510, 9814005527",Chandigarh
"Somani Hospital","277-278, Shri Gopal Nagar 80 ft Road Gopal Pura Byepass Jaipur",Jaipur
"Kailashi Super Speciality Hospital                         W.E.F. 30-07-2018","C-2, Shardhapuri, Phase-2, Near BSNL office, Kanker Khera, Meerut",Meerut
"Vision Care Centre","E16, 389 & 392, Sector8, Rohini, New Delhi  85. Tel. No. 01127944744.",DELHI/HQ/DIRECTORATE/MINISTRY
"Apex Wellness Hospital","799 Behind Prakash Petrol Pump, Govind Nagar, Nashik - 422009",Mumbai
"Kailash Hospital Dehradun ( A Unit Of M/S Kailash Health Care Unit )","Main Haridwar Road, Near Jogiwala Chowk, Dehradun",Dehradun
"Padmaja Hospital","Road No. 1, KPHB, Kukatpally, Hyderabad -     Tel.No. 040-49108108 Mob 7288803555          ",Hyderabad
"Smriti Raj Dentistry","Building No 54 Basement Sector 13 Dwarka New Delhi 110075 Nodal Officer Dr. Smriti Bhargava Mob 8527275521",DELHI/HQ/DIRECTORATE/MINISTRY
"Swami Sarwanand Hospital","Near Old Bus Terminus, Ulhasnagar-421005, 0251-2527467
 0251-2524251 0251-2520487",Mumbai
"Rao Nursing Home","Survey. No. : 691A/1A-1, CTS No. 1897-B, Pune-Satara Road, Bibwewadi, Pune - 411037",Pune
"Spandan Heart Institute And Research Center India Pvt Ltd.","31, Kusumplaza, Off Chitale Marg, Dhantoli, Nagpur-440012
0712-2443003, 2443333, 6453003, 6453333
",Nagpur
"Medicover Hospitals Unit-2,Maharanipeta, Visakhapatnam","15-2-9, Gokhale Road, Maharanipeta, Visakhapatnam-530 002 Tel.No.0891-3044545
  K V Ram Prasad 9182396505                                                     corporaterelations.vizag@medicoverhospital",Hyderabad
"Nimbus Eye Centre","SCO 359-360, Sec 44 D, Chandigarh-160047
Tel: 0172-5098377  Mob: 9888414717",Chandigarh
"Centre For Sight Group Of Eye Hospitals  Siliguri","R S Plot No.254, Bus Stand, Sevoke Rd, opposite PC Mittal, Ward 41, Don Bosco Colony, Siliguri, West Bengal 734001",Kolkata
"Fortis Healthcare Ltd.","ABlock, Shalimar Bagh, New Delhi  110088. Tel. No. 01145302222, 9250009090.",DELHI/HQ/DIRECTORATE/MINISTRY
"Apex Hospital  Pvt.Ltd.","SP 4&6, MALVIYA NAGAR INDUSTRIAL AREA ",Jaipur
"Stars Dental Clinic","A14, D.K. Road, Mohan Garden, Uttam Nagar, New Delhi110059. ",DELHI/HQ/DIRECTORATE/MINISTRY
"Dr. Ramachandran’S Diagnostic Services,","School, Medical College, Medical College H.S, Opposite, PO, Krishna Vihar, Kumarapuram, Thiruvananthapuram, Kerala 695011",Trivandrum
"Max Multispecialty Centre","N110, Panchsheel Park, New Delhi.  Ph. No. 01126499870.",DELHI/HQ/DIRECTORATE/MINISTRY
"Medanta Abdur Razzaque Ansari Memorial Weavers Hospital","P.O. Irba, P.S. Ormanjhi, Ranchi, Jharkhand-835217
",Ranchi
"Ganga Sheel Advanced Medical Research Institute","17, Deen Dayal Puram
C Near Petrol Pump
Bareilly, Utter Pradesh.
",Lucknow
"S N Dental Hospital","Shop No. 5 B-13 Sector-34 Mother Dairy Market NOIDA 201301",DELHI/HQ/DIRECTORATE/MINISTRY
"Maxivision Eye Hospitals, Visakhapatnam","47-10-12, Pavan Paradise, Dwaraknagar, Visakhapatnam-530016, Tel.No.0891-2550550/2550553	maxivisionvizag@gmail.com 
Shravana Sandhya 9390035970
",Hyderabad
"Smile Dental Hub","1433, Ground Floor, Wazir Nagar, South Extn., Opp. Yes Bank Defence Colony, New Delhi.",DELHI/HQ/DIRECTORATE/MINISTRY
"Jaydeep Hospital","Near Kamnath Mahadev Darpan Six Road, St Xavier's School Rd, Ahmedabad, Gujarat 380052 Dr. Jayul Kamdar-9825009042 Appointment/Booking
 9023572296",Ahmedabad
"Paras Hospital","H130, Sector4, Vaishali, Ghaziabad201012.Tel. No. 0120 4624160.",DELHI/HQ/DIRECTORATE/MINISTRY
"Indus Speciality Hospital, Mohali","Phase 1, OPP. Old DC office, Mohali",Chandigarh
"Shantilal Shanghvi Eye Institute","R.J Gaikwad Road, Barkat Ali Naka, Wadala East, Mumbai 400037
Mob No 7391000492",Mumbai
"Sanjeevani Eye Hospital And Laser Vision Centre","2nd Floor, Alsinghani Chamber, Near Darbi Hotel, Sector-17, Ambernath Road, Ulhasnagar-421003, 022-2710202",Mumbai
"Regency Hospital","3,5,6 (Part), Ring Road, Khurram 
Nagar, Lucknow-226022.
",Lucknow
"Mohan Eye Institute Bareilly","179, Civil Lines Station Road, Opposite Pancham Hotel, Bareilly, U.P-243001",Lucknow
"Medicover Hospitals, Venkojipalem, Visakhapatnam","1-1-83 Venkojipalem Visakhapatnam Tel no- 0891-27126626",Hyderabad
"Shanti Memorial Hospital","PATNAIK COLONY, THORIA SAHI, CUTTACK-753001",Bhubaneswar
"Eye Trust Clinic & Day Care Centre","R2/211, Rajnagar, Ghaziabad. Tel. No. 9810097586.",DELHI/HQ/DIRECTORATE/MINISTRY
"Ram Lal Kundan Lal Orthopaedic Hosp And R K Maternity Home","Plot No 8 Pandav Nagar Opp Mother Dairy Patpar Ganj Raod Delhi 110092 Nodal Officer Dr Naresh Talwar Mob 9811134313",DELHI/HQ/DIRECTORATE/MINISTRY
"Pancardia Heart","G, 124, P C Colony Rd, RBI Flats Colony, Bankman Colony, Patna, Bihar 800020",Patna
"Sgt Medical College Hospital And Research Institute","Chandu Budhera Gurugram Nodal Officer Dr Dharmendra Kumar 8527090295",DELHI/HQ/DIRECTORATE/MINISTRY
"Anita Eye Hospital","Plot No.-1, Near Old Resonance Coaching,Jawahar Nagar, Main Road, Kota 


",Jaipur
"Srikara Hospitals, Vijayawada","40-1-65,Opp Eenadu Office, Near Benz Circle, Vijayawada - 520010        Tel No. 0866- 6812345                                                      Mail  :  srikara.vijayawada@gmail.com",Hyderabad
"Narinder Mohan Hospital & Heart Center","Mohan Nagar, Ghaziabad. Tel.No.  01202657501  509  ",DELHI/HQ/DIRECTORATE/MINISTRY
"Centre For Sight,Vadodara (A Unit Of New Delhi Cent"," 1st floor Atlantis K10 Tower A Sarabhai compound,near Genda Circle, Vadodara-390023",Ahmedabad
"Divyadrishti Eye Centre Pvt. Ltd.","Mangal Market, Shekhpura, Raja Bazar, Patna - 800014

mob- 9801816353
Email ID - ddeyecentre@gmail.com",Patna
"Dr. Agarwal Eye Hospital","2ND FLOOR, PLOT NO 193/1629, KHARVEL NAGAR, NEAR SRIYA TAKIES, BHUBANESWAR",Bhubaneswar
"Aditya Dental Clinic","Shop      No.      17 Satyamev      Jayte Complex,
Tehsil Parisar Jabalpur.
0761-2627282",Jabalpur
"Surjit Hospital","1 Jujhar Avenue  Gumtala  Airport Road  Amritsar-143001- Punjab",Chandigarh
"Sharma Eye Care Centre","Ramghat Road, near Kishanpur Tiraha, Aligarh, Uttar Pradesh 202001",Meerut
"Nayan Jyoti Eye Care Centre","9, Jessore Road, Kajipara, Nager Bazar, Dumdum, Kolkata - 700 028",Kolkata
"Delhi Hospital","Sampla Road, Kharkhoda, Sonipat, Haryana. Nodal Officer: Dr. Anil Kumar Sharma, Mob. 9811884062. Email- delhihospitalkkd@gmail.com",DELHI/HQ/DIRECTORATE/MINISTRY
"Max Neuro Hospital Pvt. Ltd.","412/02, Opp. Alfa Laval, Mum-Pune Highway, Kasarwadi, Pune-411034.",Pune
"Sunanda Medical Centre","ASHWANI
ENCLAVE,
LANE NO
01, SHIMLA
BYE PASS
ROAD
DEHRADUN",Dehradun
"Madhuraj Hospital Pvt. Ltd.","113/121 A, Swaroop Nagar, Kanpur. Ph. 0512-2525344, 2525346,
3042075-79 E-mail:
madhurajhospital@gmail.com",Kanpur
"Visakha Institute Of Medical Sciences(Vims), Visakhapatnam","Hanumanthawaka Junction, Visakhapatnam-530040. Tel.No.0891-2728467",Hyderabad
"Flores Hospital A Unit Of Mridula Health Care","G Blook Sector-11 Pratap Vihar Ghaziabad-201009, UP
Nodal Officer: 
Shudhanshu dubey 
Mob. No. 7905792964 
Email Id. floreshospital222@gmail.com
floreshospitalghaziabad@gmail.com

",DELHI/HQ/DIRECTORATE/MINISTRY
"Ganga Orthocare","Football chowk, Adj Canara Bank, Jalandhar-144001, Punjab
Tel: 0181-4156415  Mob: 9888494545
",Chandigarh
"Jai Eye Centre","B-4/191, Opp. JDA Registrar Office, Chitrakoot, Jaipur-302020",Jaipur
"Centre For Neurosciences And Trauma","20\\152, 154, 156, Near Sector-25 Crossing Indira Nagar, Lucknow, Uttar Pradesh-226016",Lucknow
"Big Apollo Spectra Hospital (A Unit Of Big Healthcare Pvt.","Sheetla Mandir Road,
Agamkuan, Near Sump
House, Patna - 800007.
",Patna
"Qrg Medicare Ltd.","Plot No. 1, Sector16, Faridabad121002. Tel. No. 01294330000/33.",DELHI/HQ/DIRECTORATE/MINISTRY
"Swaraashi Netralaya (Thane)","1st floor, Priyadarshini soc, A.K. Joshi (Bedekar) School, Mahatma Phule Marg Naupada, Thane (west) Mumbai- 400602
",Mumbai
"Surana Hospital & Research Centre","Tank Road, End of Shankar lane, Next to Sky Walk Tower, Near Orlearm Church, Malad West, Mumbai-400064, 022-28022121
022-28022122
022-28022123",Mumbai
"Batra Hospital And Medical Research Centre","1, Tughlakabad Institutional Area, Mehrauli Badarpur Road, New Delhi. Tel.No. 011 29958747, 29957487, 29956431.",DELHI/HQ/DIRECTORATE/MINISTRY
"Rama Brite Smile Dental Care","House No.2150, Sector 16A, Vasundhara, Ghaziabad201012. ",DELHI/HQ/DIRECTORATE/MINISTRY
"Max Superspeciality Hospital- Bathinda","(A unit of Home Trail Buildtech Private limited), NH-64, Near District Civil Hospital, 
Mansa Road, bathinda-151001- Punjab
Tel: 0164-5212000 Mob: 9011098826",Chandigarh
"Sai Annanya Eye And Heartcare Center","404, 405, 605, Fortuna Building, Shivar Chowk, Near Rainbow Plaza, Pimple Saudagar, Pune",Pune
"Yashoda Super Speciality Hospital And Cancer Institute","B-1, B-2, Sector-23, Sanjay Nagar, Ghaziabd-201013. Phone No. 01204612000 Email Id. drrajat@yashodahospital.org

Nodal Officer: Shekhar Jha
Mobile No.: 9717491011 Email Id. : shekhar@yashodahospital.o",DELHI/HQ/DIRECTORATE/MINISTRY
"Bodyline Hospital","Opp.Anupama Hall NewVikasGruh Road Paldi, Ahmedabad.
PH NO: 079-26640505FAX NO. 079-26640558",Ahmedabad
"Bbc Heart Care Pruthi Hospital, Jalandhar","301 Lajpat Nagar Jalandhar 144001",Chandigarh
"Advanced Eye Hospital (A Unit Of Dr. Agarwals Healthcare Pvt","30, The  affaires, Palm Beach Road, Sec-17, Sanpada, Navi Mumbai - 400705",Mumbai
"Sant Hiradaram Yoga & Nature Cure Hospital","179-184, One Tree Hill Sant Hirdaram Nagar, 0755-0755- 4244313",Bhopal
"Surya Hospital (Pro. Misra Hospital","383/11C, East Azad Nagar, Krishna Nagar Delhi-110051
Nodal Officer: Lavesh Varma
Mobile No. 9654969289
Email Id. laveshverma88@hotmail.com
",DELHI/HQ/DIRECTORATE/MINISTRY
"Kalyani Hospital Pvt. Ltd.","Mehrauli Road, Gurgaon  122001.  Tel.No. 0124 239 1102 ",DELHI/HQ/DIRECTORATE/MINISTRY
"Disha Eye Hospitals Private Limited","88 (63A), Ghoshpara Road, 24 Parganas (North),, Barrackpore, West Bengal 700120",Kolkata
"Malik Radix Health Care Pvt. Ltd. (Hospital)","C218, Nirman Vihar, Vikas Marg, Delhi  110092. Tel.No. 01122011208, 22011192.",DELHI/HQ/DIRECTORATE/MINISTRY
"Narayana Super Speciality Hospital","Plot No. 3201, BlockV, DLF PhaseIII, Sector24, Gurugram122002.",DELHI/HQ/DIRECTORATE/MINISTRY
"Omega Hospitals Health City, Arilova, Visakhapatnam","Plot No. 4,Health City, Arilova, Visakhapatnam-530040 Tel No 0891-6768888, ",Hyderabad
"Satya Trauma","HIG 1/2, 1/3, Satya Chouk, Barra-6 Kanpur- 208027 Mob No. 9415051052 
e mail Id. stmc@satyahospitals.com",Kanpur
"Dr.Agarwals  Eye Hospital. - Porur","No. 118, Arcot Road, Porur, Chennai-116.",Chennai
"Om Clinic-Eye Care","30. Lakshmi Classic, Prateek Nagar Chowk, Alandi Road, Vishrantwadi, Pune-15",Pune
"Quantum Speciality Diagnostics, Visakhapatnam","D.No.9-29-16, Balaji Nagar, VIP Road, Siripuram, Visakhapatnam-530003  0891-2731999	R. Benjamin 9000969680      business.qsd@gmail.com      ricardobenjamin@yahoo.com
",Hyderabad
"Billroth Hospitals","43, Lakshmi Talkies Rd, Shenoy Nagar, Chennai, Tamil Nadu 600030",Chennai
"Life Line Multi Speciality Hospital","618/3-1, Sainath Road, Near Malad Subway,
 Off S V Road, Malad (West), Mumbai- 400064, 022-28885001 02228074040/3109",Mumbai
"Radiancehospital Pvt. Ltd.","268, Central Avenue Road,
Near Ambedkar Square,
Wardhaman Nagar,
Nagpur- 440008.
0712- 2769898, 2779898
 info@radiancehospital.co
 m
",Nagpur
"Narayana Hrudayalaya Limited","Sector - 28",Jaipur
"Panimalar Medical College Hospital","PANIMALAR MEDICAL COLLEGE HOSPITAL  RESEARCH INSTITUTE VARADHARAJAPURAM POONAMALLEE CHENNAI 123  044 67144160",Chennai
"Dks Multispeciality Hospotal","NEAR SHASTRI CHOWK RAIPUR ",Nagpur
"Dr Parminder Singh Pannu Memorial Janta Hospital","Ajnala Road, Amritsar-143001
Mob: 8195012879",Chandigarh
"Paras Urology","HARIBHAU, UPADHYAY NAGAR ""C"" BLOCK, PUSKARROAD, AJMER",Jaipur
"Vin-R Eye Care Hospital","B-001 Sai Shardha, Behind Reliance Fresh and Bus Depot, Vikroli, Mumbai-400083, 022-25731355",Mumbai
"Pathkind Diagnostics Pvt. Ltd. Prayagraj","PLOT NO 20/29, PANNA LAL ROAD, NEAR RAJ NURSING HOME, CIVIL LINES, PRAYAGRAJ, UTTAR PRADESH 211002",Prayagraj
"Puru Eye Hospital","76/7, OPP. Dravyawati River Front Garden Shipra Path, Mansarovar ",Jaipur
"Amandeep Hospital","GT Road, Rani ka Bagh, Model town, Amritsar",Chandigarh
"Indus Hospitals, Visakhapatnam","D.No.18-1-6, KGH Down Road, Maharanipeta, Visakhapatnam-530 002, Tel.No.0891-2508881       9848724365",Hyderabad
"Best O Care Pedodontic And Multispeciality Dental Clinic","138, FF, Main Nagafgarh Road, Nangloi, Delhi110041. ",DELHI/HQ/DIRECTORATE/MINISTRY
"A.K. Eye Hospital Bareilly","1136 Sanjay Nagar, Stadium Road, Delapeer Bareilly-243122",Lucknow
"Anjani Eye Hospital","20, Farmland Central Bazar Road, Near Lokmat Square, New Ramdaspeth, Nagpur-440010. 0712-2425839, 2425869 mokadamaeh@gmail.com",Nagpur
"New Era Hospital","Central Avenue Road near telephone exchange chowk, Queta Colony Near Jalaram Mandir, Nagpur-440008
Ph-07122764544, 2766244, 6647777, 6647070
Email - newerahospitalngp@gmail.com 
",Nagpur
"Sri Guru Ram Das Charitable Hospital","Circular Road, Amritsar-143001",Chandigarh
"Akshar Eye Hospital & Dental Clinic","1st Floor,Bedi Towers, Dr. Ambedkar Road, Panchpaoli, Nagpur-440017.
072-2644100/9405144251/
7720038431
akshareyehospital@rediffmail.com
",Nagpur
"Singh Eye Hospitals And Mother Care Centre","230, Model Colony, Dr. R.N Singh Lane, Araghar Chowk, Haridwar Road Dehradun , Araghar",Dehradun
"Dr. Bhim Sains Family Dental Clinic & Dental Laboratory","220221, Qutab Plaza, DLF City, Gurgaon122002. Tel.No.011  42353537.",DELHI/HQ/DIRECTORATE/MINISTRY
"Star Hospitals Gachibowli","#2-74, Survey No.74, Nanakramguda Village, Hyderabad Tel No;040-69319999 Mail:info@starhospitals.in	Contact Person: Mr. Sharat Mob:8712608195 Nodal Officer: Mrs. Padmaja Reddy Mob:9000653111
",Hyderabad
"Altis Multispeciality Hospital","332 A Lajpat nagar jalandhar",Chandigarh
"Kshetrapal Hospital Multispeciality And Research Center","sector c panchsheel nagar ajmer",Jaipur
"Amar Eye Centre","B38, Mohan Park, Naveen Shahdara (Near Shiv Mandir Pipal Chowk), Delhi. Tel. No. 01122322071.",DELHI/HQ/DIRECTORATE/MINISTRY
"New Vision Eye Centre","A5/233, Paschim Vihar, New Delhi110063. Tel. No. 01149785858",DELHI/HQ/DIRECTORATE/MINISTRY
"R.V.S. Eye Centre","BFH09, Opp. Mount Abu Public School, Som Bazar Road, West Shalimar Bagh, Delhi110088. Tel. No. 01127478745, 9811671606",DELHI/HQ/DIRECTORATE/MINISTRY
"Netaji Subhas Chandra Bose Cancer Hospital","3081, Nayabad, PO ",Kolkata
"Krims Hospitals","275, Central Bazar Road, Ramdaspeth, Nagpur-440010.
0712-2451188, 6614564/5
infor@krimshospitals.com
",Nagpur
"Jaipur Doorbeen Hospital","8 Devi Nagar Metro Pillar 78-79 New Sanganer Road Jaipur",Jaipur
"Sai Manglam Manav Seva Dental Clinic","BX, 832, Shiv Durga Mandir, Sai Manglam Dental Chouraha, Opp. Jain Dharamshala, Ashoka Garden, Bhopal (M.P) - 462023",Bhopal
"B. P. Poddar Hospitals","71/1, Humayun Kabir Sarani, New Alipore, Block - G, Kolkata - 700053",Kolkata
"Centre For Sight","Plot No. 9, Sector9, Dwarka, New Delhi110077. Tel. No. 9650044492",DELHI/HQ/DIRECTORATE/MINISTRY
"Hope Imaging & Diagnostics","D40, Shyam Park Extension, Jindal Market, Sahibabad, Ghaziabad201005. ",DELHI/HQ/DIRECTORATE/MINISTRY
"National Institute Of Ophthalmology","1187/30, Off Ghole Road, Near Mahatama Phule Museum, Shivaji Nagar Pune, Maharashtra 411005",Pune
"Vinayak Dental Hospital","2/150, Vijay Bari, Vidhyadhar Nagar, Jaipur-302039
",Jaipur
"M/S. Vijaya Super Speciality Hospital, Vijayawada"," 29-26-92A, Bolivar Street, Suryaraopeta, Vijayawada, Andhra Pradesh 520002
Mob : 9440000838",Hyderabad
"Kanke General Hospital","Block Chowk, Kanke, Ranchi, Jharkhand-834006",Ranchi
"Metro Heart Institute","Sec.16A, Faridabad. Tel. No. 01294277777.  ",DELHI/HQ/DIRECTORATE/MINISTRY
"Jaspal Nursing Home  (Ambala)","69, Model Town, Ambala City- 134003 Haryana
Tel:0171-2521169  Mob:9996057575",Chandigarh
"Arneja Institute Of Cardiology Pvt Ltd","Plot No 123, Behind Somalwar High School Ramdaspeth, Nagpur-10 Tel No. 0712 6661800",Nagpur
"Nikhil Hospitals, Srinagar"," Nikhil Hospitals, Srinagar Colony Main Rd, SBH Colony, Ameerpet, Hyderabad, Telangana 500073
Tel. No. : 040 - 41891999 ",Hyderabad
"Kota Heart Institute And Research Center","10 A Talwandi Kota",Jaipur
"Renova Hospitals","NCL South Petbasherabad,Medichel Road,Kmpally,Suchitra,Secunderabad
PMJAY-Nodal Officer Number : 9703788007 (Dr.Hari)
Email:corporate@renovahospitals.com ",Hyderabad
"Ajwani Eye Hospital Pvt. Ltd.","No 115, Near Durga Temple, Berasia Road, Sindhi Colony-462001 2745400,
 2745700,
 2745800",Bhopal
"Saraswati Netralya","5/1, LOWTHER ROAD , DARBHANGA, COLONY, PRAYAGRAJ, UP-211002",Prayagraj
"Narayan Swaroop Hospital,","40A, MUNDERA MANDI,ALLAHABAD,UTTAR PRADESH",Prayagraj
"Hargun Hospital","Adjoining Sehmi Saw Mill, Batala road, Amritsar",Chandigarh
"Apple Dental-Rajahmundry","46-20-1/5, 1ST FLOOR, ALANKAR TOWERS, NEAR CHINNA ANJANEYASWAMY TEMPLE, DANAVAIPET, RAJAHMUNDRY,EAST GODAVARY
PMJAY NODAL OFFICER CONTACT NO.9290336633 (Dr Mohammad Moosa),Email ID:appleoralanddental
",Hyderabad
"Behala Balananda Brahmachari Hospital And Research Centre","151 and 153 Diamond Harbour Road Behala, Kolkata - 700034",Kolkata
"Lokpriya Hospital,","Samrat Place, Garh Road, Meerut. Ph. No. 0121-2760040",Meerut
"Jaipur Ayurveda Hospital","Arogya Vatika, Village Vatika  Sanganer Jaipur",Jaipur
"Holy Promise Hospital","Rd Number 0, North Patel Nagar, Shivpuri, Rajbansi Nagar, Patna, Bihar 800029
 Mob:- 9431887585",Patna
"Dev Bhumi Hospital","Bus Stand, Meerut Road, Baleni, Baghpat-250626, Uttar Pradesh",Meerut
"Dr. Jadhav Eye Foundation","Jadhav House, Bombay Sappers Colony, Near Kharadi Water Tank, Behind Mellow Petrol Pump, Nagar Road, Pune-14",Pune
"Prime Dental Clinic","Plot No.889, UG4, Sector5, Vaishali, Ghaziabad.Tel. No. 9811740470. ",DELHI/HQ/DIRECTORATE/MINISTRY
"Bansal Hospital","A1, New Friends Colony, New Delhi  110025. Tel. No. 9871897853, 01146583333.",DELHI/HQ/DIRECTORATE/MINISTRY
"Aayush Eye Clinic Mircrosurgery","201-202, Coral Classic, Plot No. 955/956, 20th Road, Chembur, Mumbai-400071",Mumbai
"Lucknow Hospital","B-1 Sindhu Nagar, Krishna Nagar, Lucknow, Uttar Pradesh, Lucknow-226023",Lucknow
"Family Hospital","A-9, AwasVikas, HanspuramHamirpur Road, Naubasta, Kanpur.
Ph.0 512- 2626018, 9793565758,
8874333333
E-mail
:familyhospitalkanpur@gmail.com",Kanpur
"Agarwal Hospital","SP-3, Malviya Industrial Area, Near Calgary Circle, Malviya Nagar, Jaipur-302017",Jaipur
"Asha Multispeciality Hospital","Plot No 10 Sector -16 Near D Mart Roadpali Kalamboli Raigad Navi Mumbai -410218",Mumbai
"Denton Dental Care Clinic","Hari Vishwa Apartment, Opp. St. Philomena High School, Jail Road, Nashik Road, Nashik - 422101",Mumbai
"Susrut Eye Foundation & Research Centre",,Kolkata
"Ayurvaid Hospital",manjunath_r@ayurvaid.com,Bengaluru
"Apollo Drdo Hospital","DMRL X Roads, Kanchanbagh, Hyderabad-500058, Tel.No.040-24342222                               ",Hyderabad
"Bombay Hospital & Research Centre","Gole Bazar, Jabalpur.
Tel.No.2410202, 2412110,
4007317",Jabalpur
"Laxmi Narayan Hospital","1125, Madan Mahal Nagpur Road Jabalpur 0761-2492725,
4076386",Jabalpur
"Aster Prime Hospitals (A Unit Of Sri Sainatha Multispeciality Hospitals Pvt., Ltd.,)","Plot No.4, Behind Mytrivanam Building, Besides Blue FoxHotel, Ameerpet,Hyderabad-500 038, Tel.No.040-44569999    ",Hyderabad
"Kabra Eye Hospital","C-59 60 ",Jaipur
"Viroc Hospital(Division Of Nirman Orthopaedic Pvt. Ltd.)","ARYAKANYA VIDYALAY ROAD, KARELIBAG, VADODARA-390018 Dr. Jackie patel MOB-9227473106 E-mail- adm.viroc@gmail.com",Ahmedabad
"Ratan Jyot Netralaya","49/198, KATRA NEAR MANMOHAN PARK CHAURAHA, PARYAGRAJ-211002",Prayagraj
"Highfields Speciality Hospital","Pepla, Near Meerut Bypass NH-58, Meerut (UP)",Meerut
"Naik Superspeciality Hospital","OPP.SSG HOSPITAL, SALATWADA ROAD, VADODARA-390001.Mr. Robinson Mecwan-7567940219 E-mail- frmecwan@gmail.com
",Ahmedabad
